1	Column1	NewCol1	START	MID	STOP
10149	UC system. 	UC system. 	0	0	0
10150	It is strongly recommended that students consult 	It is strongly recommended that students consult 	0	0	0
10151	with a counselor to determine which general 	with a counselor to determine which general 	0	0	0
10152	education option is most appropriate for their 	education option is most appropriate for their 	0	0	0
10153	individual educational goals. 	individual educational goals. 	0	0	0
10154	Note: It is recommended that students select 	Note: It is recommended that students select 	0	0	0
10155	courses that meet lower division major preparation 	courses that meet lower division major preparation 	0	0	0
10156	requirements for their transfer university. 	requirements for their transfer university. 	0	0	0
10157	Electives as needed to meet maximum of 60 	Electives as needed to meet maximum of 60 	0	0	0
10158	cSU-transferable units required for the degree. 	cSU-transferable units required for the degree. 	0	0	0
10159	Yoga 	Yoga 	0	0	0
10160	award type Units 	award type Units 	0	0	0
10161	certifcate of Performance: 	certifcate of Performance: 	0	0	0
10162	Yoga Teacher 6.5 – 7 	Yoga Teacher 6.5 – 7 	0	0	0
10163	Program Description 	Program Description 	0	0	0
10164	Yoga teachers design and instruct yoga classes for 	Yoga teachers design and instruct yoga classes for 	0	0	0
10165	participants of various ability levels. They ensure 	participants of various ability levels. They ensure 	0	0	0
10166	through diligent planning, intelligent sequencing, 	through diligent planning, intelligent sequencing, 	0	0	0
10167	and the inclusion of appropriate progressions and 	and the inclusion of appropriate progressions and 	0	0	0
10168	regressions of poses that each class experience is 	regressions of poses that each class experience is 	0	0	0
10169	safe, efective and enjoyable for all participants. This 	safe, efective and enjoyable for all participants. This 	0	0	0
10170	program fulflls the requirement for the 200-hour 	program fulflls the requirement for the 200-hour 	0	0	0
10171	Registered Yoga Teacher (RYT) credential with Yoga 	Registered Yoga Teacher (RYT) credential with Yoga 	0	0	0
10172	Alliance and covers a wide range of topics, from the 	Alliance and covers a wide range of topics, from the 	0	0	0
10173	history and philosophy of yoga, to basic alignment 	history and philosophy of yoga, to basic alignment 	0	0	0
10174	principles and teaching methodologies. 	principles and teaching methodologies. 	0	0	0
10175	Program learning outcomes 	Program learning outcomes 	0	0	0
10176	Students who complete the Yoga Teacher program 	Students who complete the Yoga Teacher program 	0	0	0
10177	will be able to: 	will be able to: 	0	0	0
10178	• 	• 	0	0	0
10179	Design intelligently structured and sequenced 	Design intelligently structured and sequenced 	0	0	0
10180	yoga classes. 	yoga classes. 	0	0	0
10181	236 San Diego MiraMar College • 2017–2018 	236 San Diego MiraMar College • 2017–2018 	0	0	0
10182			0	0	0
10183	Yoga 	Yoga 	0	0	0
10184	• 	• 	0	0	0
10185	Demonstrate appropriate teaching 	Demonstrate appropriate teaching 	0	0	0
10186	methodologies and efective communication 	methodologies and efective communication 	0	0	0
10187	skills while leading a varied group of yoga 	skills while leading a varied group of yoga 	0	0	0
10188	participants. 	participants. 	0	0	0
10189	• 	• 	0	0	0
10190	Instruct appropriate progressions and regressions 	Instruct appropriate progressions and regressions 	0	0	0
10191	of yoga poses (asanas) to create a safe and 	of yoga poses (asanas) to create a safe and 	0	0	0
10192	efective multi-level class experience. 	efective multi-level class experience. 	0	0	0
10193	career options 	career options 	0	0	0
10194	The Yoga Teacher program prepares its graduates for 	The Yoga Teacher program prepares its graduates for 	0	0	0
10195	the following careers: 	the following careers: 	0	0	0
10196	• 	• 	0	0	0
10197	Yoga Teacher 	Yoga Teacher 	0	0	0
10198	• 	• 	0	0	0
10199	Group Fitness Instructor 	Group Fitness Instructor 	0	0	0
10200	• 	• 	0	0	0
10201	Meditation Teacher 	Meditation Teacher 	0	0	0
10202	certifcate of Performance: 	certifcate of Performance: 	0	0	0
10203	Yoga teacher 	Yoga teacher 	0	0	0
10204	Recognized 200-hour registered yoga teacher (RYT) 	Recognized 200-hour registered yoga teacher (RYT) 	0	0	0
10205	with Yoga Alliance. 	with Yoga Alliance. 	0	0	0
10206	courses Required for the Major: Units 	courses Required for the Major: Units 	0	2	0
10207	EXSC 292 Yoga Teacher Training Essentials 3 	EXSC 292 Yoga Teacher Training Essentials 3 	0	0	0
10208	EXSC 293 Yoga Teacher Training Progressive 	EXSC 293 Yoga Teacher Training Progressive 	0	0	0
10209	Methodologies 3 	Methodologies 3 	0	0	0
10210	EXSC 145A Yoga I-Fundamentals of Yoga or 	EXSC 145A Yoga I-Fundamentals of Yoga or 	0	0	0
10211	EXSC 145B Yoga II-Beginning Yoga or 	EXSC 145B Yoga II-Beginning Yoga or 	0	0	0
10212	EXSC 145C Yoga III-Intermediate or 	EXSC 145C Yoga III-Intermediate or 	0	0	0
10213	EXSC 145D Yoga IV - Advanced Level 0.5 – 1 	EXSC 145D Yoga IV - Advanced Level 0.5 – 1 	0	0	0
10214	total Units = 6.5 – 7 	total Units = 6.5 – 7 	0	0	3
10215	San Diego MiraMar College • 2017–2018 237 	San Diego MiraMar College • 2017–2018 237 	0	0	0
10216			0	0	0
10217	238 San Diego MiraMar College • 2017–2018 	238 San Diego MiraMar College • 2017–2018 	0	0	0
10218			0	0	0
10219	course 	course 	0	0	0
10220	Descriptions 	Descriptions 	0	0	0
10221	San Diego MiraMar College • 2017–2018 239 	San Diego MiraMar College • 2017–2018 239 	0	0	0
10222			0	0	0
10223	general course Information 	general course Information 	0	0	0
10224	course Descriptions 	course Descriptions 	0	0	0
10225	Not all courses listed will be ofered each semester, 	Not all courses listed will be ofered each semester, 	0	0	0
10226	and San Diego Miramar College reserves the right 	and San Diego Miramar College reserves the right 	0	0	0
10227	to cancel any course if enrollment in such course is 	to cancel any course if enrollment in such course is 	0	0	0
10228	below a minimum number as set by the San Diego 	below a minimum number as set by the San Diego 	0	0	0
10229	Community College District Board of Trustees. The 	Community College District Board of Trustees. The 	0	0	0
10230	hours indicated at the beginning of each course 	hours indicated at the beginning of each course 	0	0	0
10231	description, except where otherwise specifed, 	description, except where otherwise specifed, 	0	0	0
10232	denote the total number of clock hours the class 	denote the total number of clock hours the class 	0	0	0
10233	meets each week. 	meets each week. 	0	0	0
10234	Efective 2009–2010 catalog year (and each year 	Efective 2009–2010 catalog year (and each year 	0	0	0
10235	thereafter), students must earn a grade of “C” or 	thereafter), students must earn a grade of “C” or 	0	0	0
10236	better in courses required for the major. 	better in courses required for the major. 	0	0	0
10237	Students enrolled in occupational and health 	Students enrolled in occupational and health 	0	0	0
10238	occupation programs must earn a grade of “C” or 	occupation programs must earn a grade of “C” or 	0	0	0
10239	better in courses required for the major. 	better in courses required for the major. 	0	0	0
10240	Only one course in a student’s major discipline may 	Only one course in a student’s major discipline may 	0	0	0
10241	be used to meet the San Diego Community College 	be used to meet the San Diego Community College 	0	0	0
10242	district general education requirement. 	district general education requirement. 	0	0	0
10243	course Numbering System 	course Numbering System 	0	0	0
10244	The course numbering system has meaning with 	The course numbering system has meaning with 	0	0	0
10245	regard to level and transfer. See the description 	regard to level and transfer. See the description 	0	0	0
10246	below: 	below: 	0	0	0
10247	• 	• 	0	0	0
10248	1–49 Basic Skills or college preparatory 	1–49 Basic Skills or college preparatory 	0	0	0
10249	courses. Credit does not apply toward the 	courses. Credit does not apply toward the 	0	0	0
10250	associate degree and is not intended for 	associate degree and is not intended for 	0	0	0
10251	transfer to a four-year college or university. Final 	transfer to a four-year college or university. Final 	0	0	0
10252	determination regarding the transfer of credit 	determination regarding the transfer of credit 	0	0	0
10253	rests with the receiving institution. 	rests with the receiving institution. 	0	0	0
10254	• 	• 	0	0	0
10255	50–99 Course credit applies toward the 	50–99 Course credit applies toward the 	0	0	0
10256	associate degree and is not intended for 	associate degree and is not intended for 	0	0	0
10257	transfer to a four-year college or university. Final 	transfer to a four-year college or university. Final 	0	0	0
10258	determination regarding the transfer of credit 	determination regarding the transfer of credit 	0	0	0
10259	rests with the receiving institution. 	rests with the receiving institution. 	0	0	0
10260	• 	• 	0	0	0
10261	100–299 Course credit applies toward the 	100–299 Course credit applies toward the 	0	0	0
10262	associate degree and is intended for transfer to 	associate degree and is intended for transfer to 	0	0	0
10263	a four-year college or university. (Some courses 	a four-year college or university. (Some courses 	0	0	0
10264	may be identifed as associate degree applicable 	may be identifed as associate degree applicable 	0	0	0
10265	only. See catalog course description.) Final 	only. See catalog course description.) Final 	0	0	0
10266	determination regarding the transfer of credit 	determination regarding the transfer of credit 	0	0	0
10267	rests with the receiving institution. 	rests with the receiving institution. 	0	0	0
10268	• 	• 	0	0	0
10269	300–391 Apprenticeship and in-service courses. 	300–391 Apprenticeship and in-service courses. 	0	0	0
10270	See Catalog course description to determine 	See Catalog course description to determine 	0	0	0
10271	• 	• 	0	0	0
10272	392–399 Special Topics courses that employ a 	392–399 Special Topics courses that employ a 	0	0	0
10273	consistent disciplinary framework as described 	consistent disciplinary framework as described 	0	0	0
10274	by a complete course outline of record, but 	by a complete course outline of record, but 	0	0	0
10275	utilize a specifc focus area that may change from 	utilize a specifc focus area that may change from 	0	0	0
10276	term to term may be ofered in some disciplines. 	term to term may be ofered in some disciplines. 	0	0	0
10277	See the class schedule for specifc titles and 	See the class schedule for specifc titles and 	0	0	0
10278	course details. (See catalog course description to 	course details. (See catalog course description to 	0	0	0
10279	determine credit for Associate Degree or Transfer.) 	determine credit for Associate Degree or Transfer.) 	0	0	0
10280	• 	• 	0	0	0
10281	401-499 Upper division courses. Students must 	401-499 Upper division courses. Students must 	0	0	0
10282	be admitted to a SDCCD college baccalaureate 	be admitted to a SDCCD college baccalaureate 	0	0	0
10283	degree program. 	degree program. 	0	0	0
10284	Apprenticeship 345, 349, 349-D, DSPS 65, Field 	Apprenticeship 345, 349, 349-D, DSPS 65, Field 	0	0	0
10285	Experience/Internship 275, Independent Study 290, 	Experience/Internship 275, Independent Study 290, 	0	0	0
10286	Individualized Instruction 296, Experimental Topics 	Individualized Instruction 296, Experimental Topics 	0	0	0
10287	18, 23, 63, 265, Tutoring 44, and Work Experience 	18, 23, 63, 265, Tutoring 44, and Work Experience 	0	0	0
10288	courses 270, 272 have Districtwide designated 	courses 270, 272 have Districtwide designated 	0	0	0
10289	numbers. 	numbers. 	0	0	0
10290	Prerequisites, corequisites, 	Prerequisites, corequisites, 	0	0	0
10291	limitations on Enrollment, and 	limitations on Enrollment, and 	0	0	0
10292	advisories 	advisories 	0	0	0
10293	All prerequisites, corequisites, and limitations 	All prerequisites, corequisites, and limitations 	0	0	0
10294	on enrollment stated in the course descriptions 	on enrollment stated in the course descriptions 	0	0	0
10295	listed in this catalog will be strictly enforced at the 	listed in this catalog will be strictly enforced at the 	0	0	0
10296	time of registration. Students who do not meet 	time of registration. Students who do not meet 	0	0	0
10297	the prerequisite, corequisite, or other limitation 	the prerequisite, corequisite, or other limitation 	0	0	0
10298	according to the college’s records, will not be 	according to the college’s records, will not be 	0	0	0
10299	permitted to register for the course. Students are 	permitted to register for the course. Students are 	0	0	0
10300	strongly advised to have all transcripts of prior 	strongly advised to have all transcripts of prior 	0	0	0
10301	college work and other documentation on fle 	college work and other documentation on fle 	0	0	0
10302	well in advance of registration. This will minimize 	well in advance of registration. This will minimize 	0	0	0
10303	registration delays. For more information see 	registration delays. For more information see 	0	0	0
10304	page 23. 	page 23. 	0	0	0
10305	Students should plan their schedule early and see a 	Students should plan their schedule early and see a 	0	0	0
10306	counselor for assistance. 	counselor for assistance. 	0	0	0
10307	challenge Procedures 	challenge Procedures 	0	0	0
10308	Students may challenge a prerequisite, corequisite 	Students may challenge a prerequisite, corequisite 	0	0	0
10309	or limitation on enrollment. Contact the Admissions 	or limitation on enrollment. Contact the Admissions 	0	0	0
10310	Ofce to obtain a Petition to Challenge at lEaSt 10 	Ofce to obtain a Petition to Challenge at lEaSt 10 	0	0	0
10311	working days prior to the start of the primary term/ 	working days prior to the start of the primary term/ 	0	0	0
10312	semester. 	semester. 	0	0	0
10313	generic course Information 	generic course Information 	0	0	0
10314	Any discipline or department may ofer the courses 	Any discipline or department may ofer the courses 	0	0	0
10315	listed below which do not appear individually in the 	listed below which do not appear individually in the 	0	0	0
10316	catalog. If applicable to a particular subject area, it 	catalog. If applicable to a particular subject area, it 	0	0	0
10317	will be listed under the appropriate departmental 	will be listed under the appropriate departmental 	0	0	0
10318	heading (subject indicator) in the college class 	heading (subject indicator) in the college class 	0	0	0
10319			0	0	0
10320	schedule. For further information, please check with 	schedule. For further information, please check with 	0	0	0
10321	the instructor or department chair. 	the instructor or department chair. 	0	0	0
10322	Supervised tutoring (044) 	Supervised tutoring (044) 	0	0	0
10323	Supervised tutoring courses are available in each 	Supervised tutoring courses are available in each 	0	0	0
10324	discipline. To enroll in a supervised tutoring course, 	discipline. To enroll in a supervised tutoring course, 	0	0	0
10325	a student must be enrolled in a college or basic 	a student must be enrolled in a college or basic 	0	0	0
10326	skills course in the respective discipline. The courses 	skills course in the respective discipline. The courses 	0	0	0
10327	are designed to prepare the student to succeed in 	are designed to prepare the student to succeed in 	0	0	0
10328	the corequisite or subsequent courses. Supervised 	the corequisite or subsequent courses. Supervised 	0	0	0
10329	tutoring may be taken four times, each time with a 	tutoring may be taken four times, each time with a 	0	0	0
10330	diferent corequisite. Credit does not apply to the 	diferent corequisite. Credit does not apply to the 	0	0	0
10331	associate degree. 	associate degree. 	0	0	0
10332	Experimental topics (265) 	Experimental topics (265) 	0	0	0
10333	Experimental topics courses that examine an 	Experimental topics courses that examine an 	0	0	0
10334	immediate specialized need or focused academic 	immediate specialized need or focused academic 	0	0	0
10335	inquiry may be ofered in some disciplines. See the 	inquiry may be ofered in some disciplines. See the 	0	0	0
10336	class schedule for specifc titles and course details. 	class schedule for specifc titles and course details. 	0	0	0
10337	Special topics courses (392–399) 	Special topics courses (392–399) 	0	0	0
10338	Special topics courses that employ a consistent 	Special topics courses that employ a consistent 	0	0	0
10339	disciplinary framework as described by a complete 	disciplinary framework as described by a complete 	0	0	0
10340	course outline of record, but utilize a specifc focus 	course outline of record, but utilize a specifc focus 	0	0	0
10341	area that may change from term to term may be 	area that may change from term to term may be 	0	0	0
10342	ofered in some disciplines. See the class schedule 	ofered in some disciplines. See the class schedule 	0	0	0
10343	for specifc titles and course details. (See catalog 	for specifc titles and course details. (See catalog 	0	0	0
10344	course description to determine credit for Associate 	course description to determine credit for Associate 	0	0	0
10345	Degree or Transfer.) 	Degree or Transfer.) 	0	0	0
10346	Work Experience (270) 	Work Experience (270) 	0	0	0
10347	Program of on-the-job learning experiences for 	Program of on-the-job learning experiences for 	0	0	0
10348	students employed in a job related to the major. 	students employed in a job related to the major. 	0	0	0
10349	Students may enroll in a maximum of 16 units of 	Students may enroll in a maximum of 16 units of 	0	0	0
10350	work experience in a lifetime, including a maximum 	work experience in a lifetime, including a maximum 	0	0	0
10351	of 6 units from General Work experience. Students 	of 6 units from General Work experience. Students 	0	0	0
10352	may enroll in a maximum of 4 units per semester of 	may enroll in a maximum of 4 units per semester of 	0	0	0
10353	Occupational Work experience. AA/AS; CSU. 	Occupational Work experience. AA/AS; CSU. 	0	0	0
10354	Service learning 	Service learning 	0	0	0
10355	Students gain hands-on experience in project 	Students gain hands-on experience in project 	0	0	0
10356	planning, development, implementation and 	planning, development, implementation and 	0	0	0
10357	evaluation. Students meet weekly to receive 	evaluation. Students meet weekly to receive 	0	0	0
10358	support training and development opportunities 	support training and development opportunities 	0	0	0
10359	regarding best practices in Service Learning. The 	regarding best practices in Service Learning. The 	0	0	0
10360	service-learning options are as follows: 	service-learning options are as follows: 	0	0	0
10361	Service learning—High School Projects 	Service learning—High School Projects 	0	0	0
10362	(277a) 	(277a) 	0	0	0
10363	Students in this course develop and implement 	Students in this course develop and implement 	0	0	0
10364	service-learning projects to help high school 	service-learning projects to help high school 	0	0	0
10365	students under the supervision of college faculty 	students under the supervision of college faculty 	0	0	0
10366	and in cooperation with high school teachers, 	and in cooperation with high school teachers, 	0	0	0
10367	counselors and resource teachers. Projects may 	counselors and resource teachers. Projects may 	0	0	0
10368	include collaboration with high school classes, 	include collaboration with high school classes, 	0	0	0
10369	educational projects for high school students, 	educational projects for high school students, 	0	0	0
10370	mentoring and shadowing. This course is intended 	mentoring and shadowing. This course is intended 	0	0	0
10371	for students from any discipline who are interested 	for students from any discipline who are interested 	0	0	0
10372	in project development, development of teaching 	in project development, development of teaching 	0	0	0
10373	skills or enhancement of communication and 	skills or enhancement of communication and 	0	0	0
10374	planning skills. Course segments may be taken in 	planning skills. Course segments may be taken in 	0	0	0
10375	any order. The combined credit for all 277A discipline 	any order. The combined credit for all 277A discipline 	0	0	0
10376	courses may not exceed three units. AA/AS; CSU. 	courses may not exceed three units. AA/AS; CSU. 	0	0	0
10377	Service learning—Elementary and 	Service learning—Elementary and 	0	0	0
10378	Junior High School Projects (277B) 	Junior High School Projects (277B) 	0	0	0
10379	Students in this course develop and implement 	Students in this course develop and implement 	0	0	0
10380	service learning projects to help elementary and 	service learning projects to help elementary and 	0	0	0
10381	junior high school students under the supervision of 	junior high school students under the supervision of 	0	0	0
10382	college faculty and in cooperation with elementary 	college faculty and in cooperation with elementary 	0	0	0
10383	and junior high school teachers, counselors 	and junior high school teachers, counselors 	0	0	0
10384	and resource teachers. Projects may include 	and resource teachers. Projects may include 	0	0	0
10385	collaboration with elementary and junior high 	collaboration with elementary and junior high 	0	0	0
10386	school classes, educational projects for elementary 	school classes, educational projects for elementary 	0	0	0
10387	and junior high school students, mentoring, and 	and junior high school students, mentoring, and 	0	0	0
10388	shadowing. This course is intended for students 	shadowing. This course is intended for students 	0	0	0
10389	from any discipline who are interested in project 	from any discipline who are interested in project 	0	0	0
10390	development, development of teaching skills, or 	development, development of teaching skills, or 	0	0	0
10391	enhancement of communication and planning skills. 	enhancement of communication and planning skills. 	0	0	0
10392	Course segments may be taken in any order. The 	Course segments may be taken in any order. The 	0	0	0
10393	combined credit for all 277B discipline courses may 	combined credit for all 277B discipline courses may 	0	0	0
10394	not exceed three units. AA/AS; CSU. 	not exceed three units. AA/AS; CSU. 	0	0	0
10395	Service learning—community (277c) 	Service learning—community (277c) 	0	0	0
10396	Students in this course develop and implement 	Students in this course develop and implement 	0	0	0
10397	service-learning projects to help the college’s 	service-learning projects to help the college’s 	0	0	0
10398	community under the supervision of college faculty 	community under the supervision of college faculty 	0	0	0
10399	and in cooperation with the staf of community 	and in cooperation with the staf of community 	0	0	0
10400	organizations and agencies. Projects may include 	organizations and agencies. Projects may include 	0	0	0
10401	collaboration with of-campus community 	collaboration with of-campus community 	0	0	0
10402	organizations and educational service oriented 	organizations and educational service oriented 	0	0	0
10403	projects for the college’s community. This course is 	projects for the college’s community. This course is 	0	0	0
10404	intended for students from any discipline who are 	intended for students from any discipline who are 	0	0	0
10405	interested in project development, development of 	interested in project development, development of 	0	0	0
10406	teaching skills, or enhancement of communication 	teaching skills, or enhancement of communication 	0	0	0
10407	and planning skills. Course segments may be taken 	and planning skills. Course segments may be taken 	0	0	0
10408	in any order. The combined credit for all 277C 	in any order. The combined credit for all 277C 	0	0	0
10409	discipline courses may not exceed three units. 	discipline courses may not exceed three units. 	0	0	0
10410	AA/AS; CSU. 	AA/AS; CSU. 	0	0	0
10411	Service learning—on campus (277D) 	Service learning—on campus (277D) 	0	0	0
10412	Students in this course develop and implement 	Students in this course develop and implement 	0	0	0
10413	service-learning projects to help the college’s 	service-learning projects to help the college’s 	0	0	0
10414	students under the supervision of college faculty 	students under the supervision of college faculty 	0	0	0
10415	and in cooperation with college counselors and 	and in cooperation with college counselors and 	0	0	0
10416	staf. Projects may include collaboration with college 	staf. Projects may include collaboration with college 	0	0	0
10417	course Descriptions 	course Descriptions 	0	0	0
10418			0	0	0
10419	classes, educational projects for college students, 	classes, educational projects for college students, 	0	0	0
10420	mentoring, and shadowing. This course is intended 	mentoring, and shadowing. This course is intended 	0	0	0
10421	for students from any discipline who are interested 	for students from any discipline who are interested 	0	0	0
10422	in project development, development of teaching 	in project development, development of teaching 	0	0	0
10423	skills, or enhancement of communication and 	skills, or enhancement of communication and 	0	0	0
10424	planning skills. Course segments may be taken in any 	planning skills. Course segments may be taken in any 	0	0	0
10425	order. The combined credit for all 277D discipline 	order. The combined credit for all 277D discipline 	0	0	0
10426	courses may not exceed three units. AA/AS; CSU. 	courses may not exceed three units. AA/AS; CSU. 	0	0	0
10427	Independent Study (290) 	Independent Study (290) 	0	0	0
10428	This course is for students who wish to conduct 	This course is for students who wish to conduct 	0	0	0
10429	additional research, a special project, or learning 	additional research, a special project, or learning 	0	0	0
10430	activities in a specifc discipline/subject area and is 	activities in a specifc discipline/subject area and is 	0	0	0
10431	not intended to replace an existing course in the 	not intended to replace an existing course in the 	0	0	0
10432	discipline. In this course students will have a written 	discipline. In this course students will have a written 	0	0	0
10433	contract with their instructor for activities such as: 	contract with their instructor for activities such as: 	0	0	0
10434	preparing problem analysis, engaging in primary 	preparing problem analysis, engaging in primary 	0	0	0
10435	research, preparing reports, and meeting with the 	research, preparing reports, and meeting with the 	0	0	0
10436	instructor at specifc intervals. AA/AS; CSU. 	instructor at specifc intervals. AA/AS; CSU. 	0	0	0
10437	Individualized Instruction (296) 	Individualized Instruction (296) 	0	0	0
10438	This course provides supplemental instruction to 	This course provides supplemental instruction to 	0	0	0
10439	reinforce achievement of the learning objectives of a 	reinforce achievement of the learning objectives of a 	0	0	0
10440	course in the same discipline under the supervision 	course in the same discipline under the supervision 	0	0	0
10441	of the instructor of the designated course. Learning 	of the instructor of the designated course. Learning 	0	0	0
10442	activities may employ a variety of self-paced 	activities may employ a variety of self-paced 	0	0	0
10443	multimedia learning systems, language labs, print 	multimedia learning systems, language labs, print 	0	0	0
10444	and electronic resources, laboratory, or feld research 	and electronic resources, laboratory, or feld research 	0	0	0
10445	arrangements, to assist student in reaching specifc 	arrangements, to assist student in reaching specifc 	0	0	0
10446	learning objectives. This open entry/open exit course 	learning objectives. This open entry/open exit course 	0	0	0
10447	is ofered concurrently with designated courses. 	is ofered concurrently with designated courses. 	0	0	0
10448	AA/AS; CSU. 	AA/AS; CSU. 	0	0	0
10449	Explanation of terms 	Explanation of terms 	0	0	0
10450	Courses in the San Diego Community College 	Courses in the San Diego Community College 	0	0	0
10451	District that are associate degree applicable and/or 	District that are associate degree applicable and/or 	0	0	0
10452	transfer to public four-year universities in California 	transfer to public four-year universities in California 	0	0	0
10453	are identifed at the end of each course description 	are identifed at the end of each course description 	0	0	0
10454	with the following statements: 	with the following statements: 	0	0	0
10455	aa/aS: associate Degree applicable. The course 	aa/aS: associate Degree applicable. The course 	0	0	0
10456	will apply toward the units required for the associate 	will apply toward the units required for the associate 	0	0	0
10457	degree at San Diego Community College District 	degree at San Diego Community College District 	0	0	0
10458	colleges. The course is not intended for transfer 	colleges. The course is not intended for transfer 	0	0	0
10459	to a four-year college or university. However, fnal 	to a four-year college or university. However, fnal 	0	0	0
10460	determination of transfer credit rests with the 	determination of transfer credit rests with the 	0	0	0
10461	receiving institution. 	receiving institution. 	0	0	0
10462	cSU: california State University applicable. 	cSU: california State University applicable. 	0	0	0
10463	The course will apply toward the units required for 	The course will apply toward the units required for 	0	0	0
10464	the baccalaureate degree at the California State 	the baccalaureate degree at the California State 	0	0	0
10465	University system. 	University system. 	0	0	0
10466	Uc: University of california applicable. The 	Uc: University of california applicable. The 	0	0	0
10467	course will apply toward the units required for the 	course will apply toward the units required for the 	0	0	0
10468	baccalaureate degree at the University of California 	baccalaureate degree at the University of California 	0	0	0
10469	system. 	system. 	0	0	0
10470	Uc transfer limitation. See a counselor: There 	Uc transfer limitation. See a counselor: There 	0	0	0
10471	may be limitations on the number of units that are 	may be limitations on the number of units that are 	0	0	0
10472	applied from this course toward the total number of 	applied from this course toward the total number of 	0	0	0
10473	lower division units required for the baccalaureate 	lower division units required for the baccalaureate 	0	0	0
10474	degree at the University of California. Students 	degree at the University of California. Students 	0	0	0
10475	should see a counselor concerning these limitations. 	should see a counselor concerning these limitations. 	0	0	0
10476	The University of California limits the maximum 	The University of California limits the maximum 	0	0	0
10477	amount of lower division credit that can be applied 	amount of lower division credit that can be applied 	0	0	0
10478	toward the baccalaureate degree in a variety of 	toward the baccalaureate degree in a variety of 	0	0	0
10479	disciplines, including Journalism, Photography, 	disciplines, including Journalism, Photography, 	0	0	0
10480	Health, Business Administration, Architecture, 	Health, Business Administration, Architecture, 	0	0	0
10481	Administration of Justice (Criminology) and Library 	Administration of Justice (Criminology) and Library 	0	0	0
10482	Science. 	Science. 	0	0	0
10483	Field trip: (Ft) A feld trip may be required for 	Field trip: (Ft) A feld trip may be required for 	0	0	0
10484	this course. Detailed information concerning costs 	this course. Detailed information concerning costs 	0	0	0
10485	incurred will be provided by the instructor. 	incurred will be provided by the instructor. 	0	0	0
10486	Private colleges/Independent/out-of-State: 	Private colleges/Independent/out-of-State: 	0	0	0
10487	Note regarding Private / Independent / 	Note regarding Private / Independent / 	0	0	0
10488	Out-of-state institutions: San Diego Community 	Out-of-state institutions: San Diego Community 	0	0	0
10489	College District courses that are designated as 	College District courses that are designated as 	0	0	0
10490	CSU or UC transferable may apply toward the total 	CSU or UC transferable may apply toward the total 	0	0	0
10491	number of lower division units required for the 	number of lower division units required for the 	0	0	0
10492	baccalaureate degree at private, independent, 	baccalaureate degree at private, independent, 	0	0	0
10493	and/or out-of-state colleges and universities; 	and/or out-of-state colleges and universities; 	0	0	0
10494	however, the fnal evaluation of course credit will be 	however, the fnal evaluation of course credit will be 	0	0	0
10495	determined by the individual private, independent, 	determined by the individual private, independent, 	0	0	0
10496	or out-of-state institution. 	or out-of-state institution. 	0	0	0
10497	Exercise Science (formerly Physical 	Exercise Science (formerly Physical 	0	0	0
10498	Education) classes/Intercollegiate 	Education) classes/Intercollegiate 	0	0	0
10499	Sports – Disclaimer 	Sports – Disclaimer 	0	0	0
10500	Participation in all sports and exercise science 	Participation in all sports and exercise science 	0	0	0
10501	(formerly Physical Education) activities involves 	(formerly Physical Education) activities involves 	0	0	0
10502	certain inherent risks. Risks may include, but are not 	certain inherent risks. Risks may include, but are not 	0	0	0
10503	limited to, neck and spinal injuries that may result 	limited to, neck and spinal injuries that may result 	0	0	0
10504	in paralysis or brain injury, injury to bones, joints, 	in paralysis or brain injury, injury to bones, joints, 	0	0	0
10505	ligaments, muscles, tendons and other aspects of 	ligaments, muscles, tendons and other aspects of 	0	0	0
10506	the muscular skeleton system; and serious injury, 	the muscular skeleton system; and serious injury, 	0	0	0
10507	or impairment, to other aspects of the body and 	or impairment, to other aspects of the body and 	0	0	0
10508	general health, including death. The San Diego 	general health, including death. The San Diego 	0	0	0
10509	Community College District, its ofcers, agents and 	Community College District, its ofcers, agents and 	0	0	0
10510	employees are not responsible for the inherent risks 	employees are not responsible for the inherent risks 	0	0	0
10511	associated with participation in physical education 	associated with participation in physical education 	0	0	0
10512	classes/intercollegiate sports. Students are strongly 	classes/intercollegiate sports. Students are strongly 	0	0	0
10513	advised to consult a physician prior to participating 	advised to consult a physician prior to participating 	0	0	0
10514	in any exercise science (formerly Physical Education) 	in any exercise science (formerly Physical Education) 	0	0	0
10515	activity. 	activity. 	0	0	0
10516			0	0	0
10517	Uc transfer and Exercise Science 	Uc transfer and Exercise Science 	0	0	0
10518	(formerly Physical Education) courses 	(formerly Physical Education) courses 	0	0	0
10519	The University of California divides physical 	The University of California divides physical 	0	0	0
10520	education courses into three categories: 1) Activity; 	education courses into three categories: 1) Activity; 	0	0	0
10521	2) Theory, and 3) Academic/Scholarly. Credit for 	2) Theory, and 3) Academic/Scholarly. Credit for 	0	0	0
10522	Activity courses is limited to four (4) units. Credit for 	Activity courses is limited to four (4) units. Credit for 	0	0	0
10523	Theory courses is limited to eight (8) units. No credit 	Theory courses is limited to eight (8) units. No credit 	0	0	0
10524	limitation is established for Academic/Scholarly 	limitation is established for Academic/Scholarly 	0	0	0
10525	courses. All UC-transferable exercise science 	courses. All UC-transferable exercise science 	0	0	0
10526	(formerly Physical Education) courses and their 	(formerly Physical Education) courses and their 	0	0	0
